"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 08- 09","15,101.71","15,288.04","15,288.04","15,078.58","232.48M","-1.12%"
"2023- 08- 08","15,273.05","15,276.38","15,294.89","15,148.32","239.25M","-0.87%"
"2023- 08- 07","15,407.85","15,354.45","15,410.59","15,261.25","228.69M","0.87%"
"2023- 08- 04","15,274.92","15,436.57","15,522.55","15,259.07","284.84M","-0.51%"
"2023- 08- 03","15,353.54","15,289.29","15,436.46","15,271.77","237.76M","-0.11%"
"2023- 08- 02","15,370.74","15,561.15","15,561.36","15,321.44","305.95M","-2.21%"
"2023- 08- 01","15,718.01","15,696.98","15,748.43","15,636.57","211.40M","-0.25%"
"2023- 07- 31","15,757.00","15,774.30","15,803.55","15,702.74","254.54M","0.04%"
"2023- 07- 28","15,750.93","15,630.17","15,788.48","15,617.75","295.90M","1.85%"
"2023- 07- 27","15,464.93","15,734.03","15,795.51","15,416.05","291.79M","-0.22%"
"2023- 07- 26","15,499.26","15,514.04","15,571.16","15,411.91","263.28M","-0.40%"
"2023- 07- 25","15,561.42","15,483.06","15,622.69","15,482.04","234.86M","0.73%"
"2023- 07- 24","15,448.02","15,475.15","15,504.67","15,374.66","220.80M","0.14%"
"2023- 07- 21","15,425.67","15,554.95","15,600.54","15,410.57","799.03M","-0.26%"
"2023- 07- 20","15,466.09","15,717.67","15,771.84","15,429.87","334.20M","-2.28%"
"2023- 07- 19","15,826.35","15,888.16","15,932.05","15,781.96","268.74M","-0.09%"
"2023- 07- 18","15,841.35","15,671.72","15,895.68","15,607.71","258.65M","0.82%"
"2023- 07- 17","15,713.28","15,608.28","15,745.67","15,576.51","237.03M","0.95%"
"2023- 07- 14","15,565.60","15,610.00","15,720.06","15,531.00","256.39M","-0.04%"
"2023- 07- 13","15,571.98","15,432.48","15,602.74","15,420.71","242.48M","1.73%"
"2023- 07- 12","15,307.23","15,279.35","15,364.09","15,209.71","287.61M","1.24%"
"2023- 07- 11","15,119.06","15,068.13","15,135.29","14,974.16","234.91M","0.49%"
"2023- 07- 10","15,045.64","15,031.95","15,066.43","14,924.64","271.07M","0.06%"
"2023- 07- 07","15,036.85","15,070.50","15,210.63","15,032.56","240.00M","-0.35%"
"2023- 07- 06","15,089.45","15,054.10","15,106.45","14,969.14","242.50M","-0.75%"
"2023- 07- 05","15,203.78","15,165.36","15,275.18","15,162.66","223.47M","-0.03%"
"2023- 07- 03","15,208.69","15,190.54","15,232.96","15,153.60","150.55M","0.19%"
"2023- 06- 30","15,179.21","15,085.24","15,213.75","15,081.57","317.60M","1.60%"
"2023- 06- 29","14,939.95","14,965.55","14,986.89","14,876.94","226.21M","-0.16%"
"2023- 06- 28","14,964.58","14,876.25","15,051.08","14,865.81","247.52M","0.12%"
"2023- 06- 27","14,945.91","14,751.57","14,972.32","14,726.75","269.00M","1.75%"
"2023- 06- 26","14,689.02","14,866.66","14,982.82","14,687.02","266.06M","-1.36%"
"2023- 06- 23","14,891.48","14,879.23","14,983.73","14,821.81","420.63M","-1.00%"
"2023- 06- 22","15,042.32","14,797.89","15,044.22","14,794.95","234.61M","1.18%"
"2023- 06- 21","14,867.45","15,019.01","15,038.90","14,826.02","308.96M","-1.35%"
"2023- 06- 20","15,070.15","15,036.48","15,127.42","14,946.72","291.16M","-0.09%"
"2023- 06- 16","15,083.92","15,272.65","15,284.65","15,073.45","771.26M","-0.67%"
"2023- 06- 15","15,185.48","14,949.70","15,246.62","14,930.12","321.05M","1.20%"
"2023- 06- 14","15,005.69","14,894.10","15,017.10","14,784.62","308.98M","0.70%"
"2023- 06- 13","14,900.85","14,911.26","14,931.83","14,770.14","275.48M","0.79%"
"2023- 06- 12","14,784.30","14,617.35","14,789.60","14,571.36","283.89M","1.76%"
"2023- 06- 09","14,528.36","14,574.24","14,672.85","14,487.48","258.23M","0.30%"
"2023- 06- 08","14,484.54","14,319.24","14,503.31","14,314.69","254.49M","1.27%"
"2023- 06- 07","14,303.29","14,573.27","14,647.91","14,283.88","334.57M","-1.75%"
"2023- 06- 06","14,558.09","14,526.10","14,593.50","14,476.99","249.04M","0.01%"
"2023- 06- 05","14,556.50","14,550.13","14,662.95","14,516.88","254.09M","0.07%"
"2023- 06- 02","14,546.64","14,517.08","14,595.81","14,442.15","273.86M","0.73%"
"2023- 06- 01","14,441.51","14,269.09","14,493.31","14,219.94","314.66M","1.31%"
"2023- 05- 31","14,254.09","14,293.56","14,375.38","14,216.16","615.28M","-0.70%"
"2023- 05- 30","14,354.99","14,465.59","14,520.17","14,301.08","307.60M","0.40%"
"2023- 05- 26","14,298.41","13,990.55","14,329.49","13,982.16","353.94M","2.58%"
"2023- 05- 25","13,938.53","13,920.89","13,986.87","13,812.18","343.01M","2.46%"
"2023- 05- 24","13,604.48","13,589.02","13,655.73","13,520.92","239.37M","-0.50%"
"2023- 05- 23","13,672.54","13,773.68","13,827.10","13,662.91","241.74M","-1.28%"
"2023- 05- 22","13,849.74","13,805.33","13,893.71","13,792.97","227.41M","0.34%"
"2023- 05- 19","13,803.49","13,842.69","13,874.42","13,763.90","266.50M","-0.23%"
"2023- 05- 18","13,834.62","13,608.95","13,844.76","13,606.81","276.88M","1.81%"
"2023- 05- 17","13,589.26","13,474.52","13,608.33","13,419.35","254.55M","1.22%"
"2023- 05- 16","13,426.01","13,385.37","13,498.44","13,384.77","209.97M","0.09%"
"2023- 05- 15","13,413.51","13,352.26","13,419.81","13,297.85","200.43M","0.55%"
"2023- 05- 12","13,340.17","13,407.02","13,427.42","13,256.56","223.44M","-0.37%"
"2023- 05- 11","13,389.78","13,376.85","13,411.70","13,306.08","245.64M","0.31%"
"2023- 05- 10","13,347.83","13,308.42","13,384.42","13,204.79","286.10M","1.11%"
"2023- 05- 09","13,201.11","13,228.64","13,254.81","13,193.88","232.39M","-0.68%"
"2023- 05- 08","13,291.64","13,247.09","13,302.43","13,193.08","211.96M","0.25%"
"2023- 05- 05","13,259.13","13,070.69","13,291.11","13,059.91","265.00M","2.13%"
"2023- 05- 04","12,982.48","13,014.08","13,064.02","12,938.45","245.78M","-0.37%"
"2023- 05- 03","13,030.21","13,123.10","13,231.71","13,026.04","257.60M","-0.64%"
"2023- 05- 02","13,113.66","13,225.48","13,241.53","13,046.79","249.11M","-0.89%"
"2023- 05- 01","13,231.47","13,229.11","13,287.47","13,186.40","211.62M","-0.11%"
"2023- 04- 28","13,245.99","13,139.35","13,247.39","13,096.93","300.70M","0.65%"
"2023- 04- 27","13,160.03","12,963.21","13,175.62","12,938.50","319.31M","2.76%"
"2023- 04- 26","12,806.49","12,866.64","12,929.62","12,783.42","292.22M","0.64%"
"2023- 04- 25","12,725.11","12,905.09","12,933.28","12,724.24","261.53M","-1.89%"
"2023- 04- 24","12,969.76","12,981.71","13,044.23","12,883.77","199.01M","-0.24%"
"2023- 04- 21","13,000.77","12,970.32","13,030.85","12,899.64","236.55M","0.11%"
"2023- 04- 20","12,985.98","12,962.29","13,107.92","12,933.80","261.52M","-0.78%"
"2023- 04- 19","13,088.72","12,992.51","13,128.25","12,988.20","196.77M","-0.02%"
"2023- 04- 18","13,091.79","13,180.31","13,196.18","13,044.21","198.42M","0.03%"
"2023- 04- 17","13,087.71","13,053.26","13,105.68","12,981.26","200.78M","0.06%"
"2023- 04- 14","13,079.52","13,044.69","13,152.28","12,962.51","207.40M","-0.23%"
"2023- 04- 13","13,109.39","12,922.90","13,124.41","12,920.02","230.79M","2.03%"
"2023- 04- 12","12,848.35","13,043.97","13,071.98","12,833.31","236.48M","-0.89%"
"2023- 04- 11","12,964.16","13,040.49","13,049.56","12,947.66","206.13M","-0.67%"
"2023- 04- 10","13,051.23","12,936.52","13,051.85","12,861.52","197.34M","-0.09%"
"2023- 04- 06","13,062.60","12,892.90","13,078.10","12,846.03","229.51M","0.74%"
"2023- 04- 05","12,967.20","13,056.79","13,065.27","12,894.44","247.24M","-1.01%"
"2023- 04- 04","13,100.08","13,148.35","13,204.08","13,049.98","227.66M","-0.37%"
"2023- 04- 03","13,148.35","13,084.10","13,157.47","13,036.55","247.21M","-0.25%"
"2023- 03- 31","13,181.35","12,968.96","13,188.83","12,968.00","317.69M","1.68%"
"2023- 03- 30","12,963.14","12,934.99","12,987.97","12,894.14","222.67M","0.91%"
"2023- 03- 29","12,846.03","12,768.14","12,867.32","12,734.68","269.55M","1.87%"
"2023- 03- 28","12,610.57","12,654.91","12,654.91","12,517.87","203.48M","-0.49%"
"2023- 03- 27","12,673.07","12,797.90","12,839.42","12,647.94","224.95M","-0.74%"
"2023- 03- 24","12,767.05","12,700.51","12,770.28","12,608.15","260.67M","0.30%"
"2023- 03- 23","12,729.23","12,735.60","12,900.10","12,611.67","297.18M","1.29%"
"2023- 03- 22","12,567.15","12,742.41","12,943.62","12,563.78","279.13M","-1.37%"
"2023- 03- 21","12,741.44","12,643.35","12,762.45","12,582.76","302.52M","1.42%"
"2023- 03- 20","12,562.61","12,487.79","12,578.35","12,407.82","291.23M","0.34%"
"2023- 03- 17","12,519.88","12,570.16","12,674.34","12,444.08","715.66M","-0.49%"
"2023- 03- 16","12,581.39","12,211.87","12,595.69","12,190.65","344.26M","2.69%"
"2023- 03- 15","12,251.32","12,083.24","12,269.45","12,026.18","343.36M","0.42%"
"2023- 03- 14","12,199.79","12,078.46","12,217.87","12,035.22","324.30M","2.32%"
"2023- 03- 13","11,923.17","11,752.10","12,073.95","11,695.41","351.06M","0.79%"
"2023- 03- 10","11,830.28","12,001.70","12,069.62","11,789.86","308.68M","-1.38%"
"2023- 03- 09","11,995.88","12,230.84","12,340.45","11,970.34","275.90M","-1.80%"
"2023- 03- 08","12,215.33","12,181.06","12,237.72","12,102.28","234.18M","0.52%"
"2023- 03- 07","12,152.17","12,303.19","12,344.05","12,130.01","259.81M","-1.22%"
"2023- 03- 06","12,302.48","12,344.65","12,466.88","12,297.57","239.56M","0.09%"
"2023- 03- 03","12,290.81","12,110.70","12,300.46","12,095.24","279.00M","2.04%"
"2023- 03- 02","12,044.87","11,830.09","12,074.59","11,830.09","245.37M","0.89%"
"2023- 03- 01","11,938.57","12,026.72","12,054.48","11,906.58","248.48M","-0.86%"
"2023- 02- 28","12,042.12","12,041.75","12,146.52","12,021.32","316.62M","-0.13%"
"2023- 02- 27","12,057.79","12,106.79","12,159.64","12,034.61","225.91M","0.74%"
"2023- 02- 24","11,969.65","11,979.80","12,018.32","11,900.84","263.45M","-1.73%"
"2023- 02- 23","12,180.14","12,224.44","12,227.40","12,003.31","284.88M","0.94%"
"2023- 02- 22","12,066.27","12,085.67","12,156.21","12,006.04","265.18M","0.05%"
"2023- 02- 21","12,060.30","12,205.21","12,257.06","12,058.23","291.79M","-2.41%"
"2023- 02- 17","12,358.18","12,352.30","12,385.52","12,233.79","265.45M","-0.68%"
"2023- 02- 16","12,442.48","12,495.07","12,653.40","12,440.00","294.55M","-1.93%"
"2023- 02- 15","12,687.89","12,531.60","12,689.34","12,486.42","248.82M","0.77%"
"2023- 02- 14","12,590.89","12,413.10","12,627.40","12,356.32","274.38M","0.71%"
"2023- 02- 13","12,502.31","12,356.50","12,522.78","12,313.44","256.04M","1.60%"
"2023- 02- 10","12,304.92","12,306.59","12,375.72","12,204.22","266.99M","-0.62%"
"2023- 02- 09","12,381.17","12,677.54","12,679.54","12,327.44","310.65M","-0.91%"
"2023- 02- 08","12,495.38","12,680.03","12,709.45","12,471.11","306.97M","-1.83%"
"2023- 02- 07","12,728.27","12,474.95","12,771.58","12,419.71","319.73M","2.12%"
"2023- 02- 06","12,464.51","12,468.81","12,558.88","12,411.88","252.29M","-0.87%"
"2023- 02- 03","12,573.36","12,520.95","12,828.71","12,520.95","343.68M","-1.79%"
"2023- 02- 02","12,803.14","12,655.18","12,880.98","12,600.76","406.80M","3.56%"
"2023- 02- 01","12,363.10","12,087.92","12,458.88","12,010.74","349.60M","2.16%"
"2023- 01- 31","12,101.93","11,915.94","12,104.13","11,915.94","316.87M","1.59%"
"2023- 01- 30","11,912.39","12,047.16","12,087.68","11,906.11","278.71M","-2.09%"
"2023- 01- 27","12,166.60","12,000.21","12,248.15","11,999.87","344.54M","0.96%"
"2023- 01- 26","12,051.48","11,972.57","12,055.81","11,853.37","270.09M","2.00%"
"2023- 01- 25","11,814.69","11,636.01","11,841.81","11,550.07","257.78M","-0.27%"
"2023- 01- 24","11,846.65","11,802.95","11,889.37","11,780.07","218.61M","-0.22%"
"2023- 01- 23","11,872.54","11,652.00","11,918.86","11,617.83","289.73M","2.18%"
"2023- 01- 20","11,619.03","11,363.85","11,623.20","11,329.54","343.98M","2.86%"
"2023- 01- 19","11,295.67","11,345.18","11,388.47","11,251.94","260.02M","-1.00%"
"2023- 01- 18","11,410.29","11,636.61","11,690.27","11,403.32","270.51M","-1.27%"
"2023- 01- 17","11,557.19","11,531.55","11,615.95","11,484.02","262.00M","0.14%"
"2023- 01- 13","11,541.48","11,362.13","11,547.96","11,347.60","229.40M","0.71%"
"2023- 01- 12","11,459.61","11,441.45","11,500.86","11,246.02","264.98M","0.50%"
"2023- 01- 11","11,402.52","11,259.16","11,403.89","11,220.75","279.25M","1.76%"
"2023- 01- 10","11,205.78","11,069.05","11,207.56","11,050.68","231.65M","0.88%"
"2023- 01- 09","11,108.44","11,133.07","11,304.84","11,085.33","274.10M","0.62%"
"2023- 01- 06","11,040.35","10,807.45","11,082.59","10,696.42","315.74M","2.78%"
"2023- 01- 05","10,741.22","10,837.25","10,842.33","10,728.26","279.98M","-1.59%"
"2023- 01- 04","10,914.80","10,949.34","10,981.46","10,785.53","292.08M","0.48%"
"2023- 01- 03","10,862.64","11,038.42","11,093.10","10,770.93","294.37M","-0.70%"
"2022- 12- 30","10,939.76","10,835.59","10,942.90","10,778.64","224.60M","-0.10%"
"2022- 12- 29","10,951.05","10,800.80","10,981.06","10,776.62","229.87M","2.54%"
"2022- 12- 28","10,679.34","10,807.12","10,898.64","10,671.19","211.42M","-1.32%"
"2022- 12- 27","10,822.51","10,944.30","10,957.44","10,807.61","220.91M","-1.48%"
"2022- 12- 23","10,985.45","10,911.04","11,007.09","10,830.90","191.78M","0.27%"
"2022- 12- 22","10,956.14","11,099.36","11,114.23","10,784.01","305.75M","-2.49%"
"2022- 12- 21","11,235.88","11,110.65","11,285.77","11,083.36","238.18M","1.48%"
"2022- 12- 20","11,072.42","11,023.47","11,143.62","10,967.07","264.63M","-0.11%"
"2022- 12- 19","11,084.59","11,243.00","11,251.57","11,029.77","286.39M","-1.42%"
"2022- 12- 16","11,243.72","11,313.64","11,383.39","11,175.54","861.67M","-0.89%"
"2022- 12- 15","11,345.22","11,573.38","11,591.33","11,300.35","325.71M","-3.37%"
"2022- 12- 14","11,740.92","11,824.54","11,941.28","11,617.41","296.00M","-0.79%"
"2022- 12- 13","11,834.20","12,141.24","12,166.41","11,724.91","349.65M","1.09%"
"2022- 12- 12","11,706.44","11,572.26","11,707.71","11,529.41","245.83M","1.24%"
"2022- 12- 09","11,563.33","11,594.38","11,707.08","11,550.31","243.90M","-0.64%"
"2022- 12- 08","11,637.50","11,543.68","11,672.14","11,470.68","238.47M","1.22%"
"2022- 12- 07","11,497.39","11,490.99","11,577.69","11,431.96","228.21M","-0.45%"
"2022- 12- 06","11,549.68","11,775.20","11,790.93","11,488.60","233.86M","-2.01%"
"2022- 12- 05","11,786.80","11,899.54","11,957.35","11,732.15","229.01M","-1.73%"
"2022- 12- 02","11,994.26","11,845.53","12,027.62","11,825.53","235.05M","-0.40%"
"2022- 12- 01","12,041.90","12,030.24","12,115.34","11,928.66","257.49M","0.10%"
"2022- 11- 30","12,030.06","11,505.74","12,031.34","11,481.89","496.42M","4.58%"
"2022- 11- 29","11,503.45","11,590.30","11,613.33","11,450.34","197.04M","-0.73%"
"2022- 11- 28","11,587.75","11,684.07","11,764.83","11,555.26","238.84M","-1.43%"
"2022- 11- 25","11,756.03","11,777.33","11,803.91","11,748.79","101.46M","-0.70%"
"2022- 11- 23","11,838.72","11,725.08","11,866.42","11,722.01","180.62M","0.97%"
"2022- 11- 22","11,724.84","11,590.83","11,731.76","11,503.34","217.73M","1.48%"
"2022- 11- 21","11,553.45","11,623.35","11,664.94","11,524.44","220.28M","-1.06%"
"2022- 11- 18","11,677.02","11,791.85","11,794.68","11,579.64","247.58M","0.00%"
"2022- 11- 17","11,676.86","11,521.64","11,737.61","11,519.38","234.82M","-0.19%"
"2022- 11- 16","11,699.09","11,767.42","11,796.99","11,673.14","253.72M","-1.45%"
"2022- 11- 15","11,871.15","12,006.45","12,024.95","11,735.40","291.01M","1.45%"
"2022- 11- 14","11,700.94","11,728.11","11,863.82","11,669.10","272.45M","-0.98%"
"2022- 11- 11","11,817.01","11,604.36","11,840.07","11,535.56","318.51M","1.82%"
"2022- 11- 10","11,605.96","11,350.42","11,612.20","11,235.74","451.83M","7.49%"
"2022- 11- 09","10,797.55","10,971.43","11,012.66","10,790.35","296.28M","-2.37%"
"2022- 11- 08","11,059.50","11,039.58","11,191.90","10,897.53","263.38M","0.75%"
"2022- 11- 07","10,977.00","10,900.83","11,001.16","10,817.59","266.26M","1.10%"
"2022- 11- 04","10,857.03","10,911.99","10,934.62","10,632.39","352.98M","1.56%"
"2022- 11- 03","10,690.60","10,769.43","10,852.18","10,680.83","312.83M","-1.98%"
"2022- 11- 02","10,906.34","11,300.27","11,410.91","10,903.48","342.40M","-3.39%"
"2022- 11- 01","11,288.95","11,571.52","11,574.39","11,278.28","258.91M","-1.02%"
"2022- 10- 31","11,405.57","11,465.21","11,482.99","11,331.26","304.15M","-1.22%"
"2022- 10- 28","11,546.21","11,176.99","11,563.16","11,176.99","355.96M","3.17%"
"2022- 10- 27","11,191.63","11,387.71","11,417.04","11,179.90","343.35M","-1.88%"
"2022- 10- 26","11,405.90","11,409.79","11,657.06","11,388.34","330.32M","-2.26%"
"2022- 10- 25","11,669.99","11,482.87","11,681.85","11,480.41","275.48M","2.10%"
"2022- 10- 24","11,430.26","11,321.11","11,468.18","11,166.49","280.87M","1.06%"
"2022- 10- 21","11,310.33","10,998.17","11,327.77","10,962.01","324.07M","2.39%"
"2022- 10- 20","11,046.71","11,081.23","11,279.81","11,001.28","241.40M","-0.51%"
"2022- 10- 19","11,103.38","11,081.82","11,231.46","11,008.11","223.79M","-0.40%"
"2022- 10- 18","11,147.74","11,368.76","11,374.38","11,035.80","246.56M","0.77%"
"2022- 10- 17","11,062.53","10,967.25","11,090.87","10,959.75","293.32M","3.46%"
"2022- 10- 14","10,692.06","11,130.08","11,152.89","10,677.48","299.49M","-3.10%"
"2022- 10- 13","11,033.58","10,481.58","11,087.66","10,440.64","355.13M","2.30%"
"2022- 10- 12","10,785.61","10,810.30","10,886.49","10,754.85","234.88M","-0.05%"
"2022- 10- 11","10,791.35","10,865.32","10,981.91","10,716.33","285.80M","-1.24%"
"2022- 10- 10","10,926.97","11,048.51","11,063.21","10,824.25","247.71M","-1.02%"
"2022- 10- 07","11,039.47","11,272.46","11,293.65","10,991.66","325.37M","-3.88%"
"2022- 10- 06","11,485.50","11,556.40","11,660.55","11,472.83","224.26M","-0.76%"
"2022- 10- 05","11,573.18","11,429.47","11,647.62","11,312.52","220.46M","-0.08%"
"2022- 10- 04","11,582.54","11,477.85","11,609.25","11,462.37","282.89M","3.14%"
"2022- 10- 03","11,229.73","11,059.17","11,296.43","10,985.01","291.05M","2.36%"
"2022- 09- 30","10,971.22","11,123.11","11,296.16","10,966.95","332.57M","-1.73%"
"2022- 09- 29","11,164.78","11,334.57","11,339.91","11,038.94","286.17M","-2.86%"
"2022- 09- 28","11,493.83","11,258.74","11,546.87","11,210.81","286.31M","1.97%"
"2022- 09- 27","11,271.75","11,411.34","11,502.38","11,175.29","251.06M","0.16%"
"2022- 09- 26","11,254.11","11,283.14","11,473.36","11,235.74","258.79M","-0.51%"
"2022- 09- 23","11,311.24","11,398.75","11,402.41","11,169.66","275.27M","-1.66%"
"2022- 09- 22","11,501.65","11,574.32","11,617.99","11,448.86","254.51M","-1.17%"
"2022- 09- 21","11,637.79","11,892.72","12,062.52","11,636.25","263.45M","-1.80%"
"2022- 09- 20","11,851.54","11,855.83","11,951.13","11,761.69","223.97M","-0.85%"
"2022- 09- 19","11,953.27","11,753.60","11,956.79","11,752.43","231.53M","0.77%"
"2022- 09- 16","11,861.38","11,775.93","11,875.09","11,710.25","728.59M","-0.55%"
"2022- 09- 15","11,927.49","12,034.43","12,153.34","11,867.88","282.27M","-1.71%"
"2022- 09- 14","12,134.40","12,092.03","12,170.25","12,016.43","273.28M","0.84%"
"2022- 09- 13","12,033.62","12,364.83","12,420.01","12,004.42","361.85M","-5.54%"
"2022- 09- 12","12,739.72","12,649.23","12,752.83","12,639.76","226.04M","1.20%"
"2022- 09- 09","12,588.29","12,424.15","12,610.43","12,424.15","228.58M","2.17%"
"2022- 09- 08","12,321.19","12,139.57","12,374.13","12,120.26","231.14M","0.50%"
"2022- 09- 07","12,259.39","12,038.18","12,298.12","12,026.98","237.42M","2.07%"
"2022- 09- 06","12,011.31","12,106.57","12,152.42","11,928.81","244.57M","-0.72%"
"2022- 09- 02","12,098.44","12,392.45","12,451.28","12,035.53","249.11M","-1.44%"
